cod_usuario,data_cadastro,faixa_etaria,cidade,estado
95889,31/05/2020,Entre 10 a 15 anos,Ituberá,Bahia
95938,18/07/2021,Entre 28 a 36 anos,Caputira,Minas Gerais
96313,20/06/2021,Entre 16 a 21 anos,Canitar,São Paulo
96319,10/01/2018,Entre 16 a 21 anos,Queimados,Rio de Janeiro
96379,10/07/2019,Entre 28 a 36 anos,Paim Filho,Rio Grande do Sul
96396,22/12/2018,Entre 62 a 70 anos,Descalvado,São Paulo
96544,05/01/2018,Entre 22 a 27 anos,Caputira,Minas Gerais
96574,18/12/2019,Entre 50 a 61 anos,Minas Novas,Minas Gerais
96601,15/08/2019,Entre 22 a 27 anos,Urubici,Santa Catarina
96614,15/09/2019,Entre 28 a 36 anos,Ielmo Marinho,Rio Grande do Norte
96622,09/06/2019,Entre 37 a 49 anos,Perolândia,Goiás
96734,11/04/2018,Entre 22 a 27 anos,Cruzeiro do Sul,Acre
96756,12/02/2020,Entre 16 a 21 anos,Dumont,São Paulo
96809,21/04/2019,Entre 16 a 21 anos,Cumbe,Sergipe
96903,21/05/2020,Entre 28 a 36 anos,Lagoa Grande do Maranhão,Maranhão
96934,26/05/2018,Entre 50 a 61 anos,Lagoa de Pedras,Rio Grande do Norte
96996,20/03/2019,Entre 22 a 27 anos,Paratinga,Bahia
97071,13/04/2021,Entre 28 a 36 anos,Novo Xingu,Rio Grande do Sul
97103,18/03/2019,Entre 62 a 70 anos,Jundiaí,São Paulo
97140,23/07/2020,Entre 28 a 36 anos,Baixo Guandu,Espírito Santo
97182,19/10/2019,Entre 37 a 49 anos,Paracambi,Rio de Janeiro
97274,27/03/2019,Entre 10 a 15 anos,Aroazes,Piauí
97329,08/09/2020,Entre 62 a 70 anos,Itapetim,Pernambuco
97362,21/05/2019,Entre 37 a 49 anos,Orleans,Santa Catarina
97393,03/11/2019,Entre 10 a 15 anos,Aurelino Leal,Bahia
97405,11/02/2018,Entre 22 a 27 anos,Porto Velho,Rondônia
97498,13/01/2021,Entre 62 a 70 anos,Tasso Fragoso,Maranhão
97553,22/08/2019,Mais de 70 anos,Novorizonte,Minas Gerais
97742,18/06/2018,Entre 62 a 70 anos,Macuco,Rio de Janeiro
97750,28/04/2021,Entre 22 a 27 anos,Santana do Cariri,Ceará
97763,18/02/2018,Mais de 70 anos,Chapada da Natividade,Tocantins
97775,09/02/2020,Mais de 70 anos,Vale de São Domingos,Mato Grosso
97776,01/09/2020,Entre 10 a 15 anos,Tanguá,Rio de Janeiro
97792,25/01/2018,Entre 37 a 49 anos,Camanducaia,Minas Gerais
97840,11/09/2020,Entre 37 a 49 anos,Laranjal do Jari,Amapá
97875,22/12/2019,Entre 22 a 27 anos,São Francisco de Assis,Rio Grande do Sul
97885,10/08/2020,Entre 10 a 15 anos,Pedralva,Minas Gerais
97892,04/06/2021,Entre 28 a 36 anos,Itaocara,Rio de Janeiro
97899,09/01/2020,Entre 37 a 49 anos,Coxilha,Rio Grande do Sul
97950,16/08/2020,Entre 10 a 15 anos,Couto Magalhães,Tocantins
97956,19/06/2020,Entre 50 a 61 anos,São João do Tigre,Paraíba
97981,29/04/2018,Entre 62 a 70 anos,Pomerode,Santa Catarina
98009,07/02/2019,Entre 16 a 21 anos,Fernandópolis,São Paulo
98089,12/06/2020,Entre 37 a 49 anos,Serrolândia,Bahia
98301,27/03/2020,Entre 62 a 70 anos,Pinheiros,Espírito Santo
98362,26/07/2019,Entre 22 a 27 anos,Leopoldina,Minas Gerais
98364,11/02/2021,Entre 10 a 15 anos,Santa Rita de Cássia,Bahia
98412,15/04/2019,Entre 37 a 49 anos,Monte Azul,Minas Gerais
98434,21/05/2020,Entre 62 a 70 anos,Alto Feliz,Rio Grande do Sul
98448,13/07/2019,Entre 16 a 21 anos,Rio Branco,Mato Grosso
98456,14/03/2020,Entre 10 a 15 anos,Manoel Emídio,Piauí
98602,07/01/2021,Entre 10 a 15 anos,Alto Alegre,Rio Grande do Sul
98628,26/05/2020,Entre 22 a 27 anos,São Gabriel do Oeste,Mato Grosso do Sul
98647,21/09/2020,Entre 22 a 27 anos,Palhoça,Santa Catarina
98666,28/06/2021,Entre 22 a 27 anos,Ametista do Sul,Rio Grande do Sul
98819,05/11/2018,Entre 22 a 27 anos,Godoy Moreira,Paraná
98843,25/04/2021,Entre 37 a 49 anos,Montalvânia,Minas Gerais
98866,20/12/2020,Entre 50 a 61 anos,Cururupu,Maranhão
98882,12/05/2019,Entre 62 a 70 anos,Remanso,Bahia
98898,10/07/2020,Entre 28 a 36 anos,Nossa Senhora do Livramento,Mato Grosso
98960,30/05/2020,Entre 37 a 49 anos,Paraí,Rio Grande do Sul
99039,27/03/2020,Entre 22 a 27 anos,Lavras da Mangabeira,Ceará
99084,06/08/2020,Entre 22 a 27 anos,Itápolis,São Paulo
99112,23/07/2019,Entre 16 a 21 anos,Pedregulho,São Paulo
99157,26/05/2021,Entre 62 a 70 anos,Ivaté,Paraná
99189,12/07/2019,Entre 28 a 36 anos,Barcarena,Pará
99206,23/01/2019,Entre 10 a 15 anos,Esmeraldas,Minas Gerais
99244,02/05/2020,Mais de 70 anos,Três Corações,Minas Gerais
99246,20/09/2019,Entre 50 a 61 anos,Mucambo,Ceará
99387,24/07/2019,Entre 37 a 49 anos,Sanharó,Pernambuco
99405,06/09/2019,Entre 62 a 70 anos,Eusébio,Ceará
99492,05/06/2021,Entre 16 a 21 anos,Barcelos,Amazonas
99625,27/10/2020,Entre 28 a 36 anos,Iraí de Minas,Minas Gerais
99671,06/02/2019,Mais de 70 anos,Piancó,Paraíba
99694,09/02/2021,Entre 62 a 70 anos,Nova Iguaçu,Rio de Janeiro
99695,22/03/2018,Entre 50 a 61 anos,Jacareí,São Paulo
99698,13/06/2020,Entre 16 a 21 anos,Campo Largo,Paraná
99798,15/01/2021,Entre 22 a 27 anos,Itapetinga,Bahia
100067,24/06/2019,Entre 50 a 61 anos,Coronel João Sá,Bahia
101157,24/08/2019,Entre 62 a 70 anos,Tiros,Minas Gerais
101231,29/05/2020,Entre 28 a 36 anos,Teixeiras,Minas Gerais
101560,09/03/2020,Entre 22 a 27 anos,Siqueira Campos,Paraná
101683,03/06/2019,Entre 16 a 21 anos,Cururupu,Maranhão
101903,19/03/2020,Entre 50 a 61 anos,Trindade,Pernambuco
102264,09/07/2021,Entre 50 a 61 anos,Silves,Amazonas
102874,11/11/2020,Entre 16 a 21 anos,Faria Lemos,Minas Gerais
103285,17/04/2019,Entre 62 a 70 anos,Piumhi,Minas Gerais
103636,11/09/2019,Entre 22 a 27 anos,Iati,Pernambuco
104324,06/05/2020,Entre 10 a 15 anos,Anicuns,Goiás
104987,02/07/2019,Entre 50 a 61 anos,Anhanguera,Goiás
105037,22/01/2020,Entre 10 a 15 anos,Lagoinha do Piauí,Piauí
105715,02/09/2019,Entre 62 a 70 anos,Ariranha do Ivaí,Paraná
105931,16/10/2019,Entre 10 a 15 anos,Marabá,Pará
106265,14/11/2020,Entre 10 a 15 anos,Espírito Santo do Turvo,São Paulo
106316,18/02/2019,Entre 62 a 70 anos,Nova Esperança do Sul,Rio Grande do Sul
106810,18/06/2021,Entre 62 a 70 anos,Santa Branca,São Paulo
107025,01/10/2020,Entre 16 a 21 anos,Carmópolis,Sergipe
107257,10/01/2021,Mais de 70 anos,Esmeraldas,Minas Gerais
107291,07/07/2020,Entre 22 a 27 anos,Belmonte,Bahia
107944,19/12/2020,Entre 50 a 61 anos,Vilhena,Rondônia
108216,09/05/2020,Mais de 70 anos,Itabirinha,Minas Gerais
108284,14/11/2019,Entre 28 a 36 anos,Coronel Ezequiel,Rio Grande do Norte
108440,03/12/2019,Entre 10 a 15 anos,Mirangaba,Bahia
109106,27/12/2020,Entre 62 a 70 anos,Itumbiara,Goiás
109128,28/01/2020,Entre 16 a 21 anos,Cascavel,Paraná
109755,27/06/2019,Mais de 70 anos,Águas Formosas,Minas Gerais
109860,19/01/2019,Entre 10 a 15 anos,Ilha Solteira,São Paulo
111170,15/01/2019,Mais de 70 anos,Manoel Viana,Rio Grande do Sul
111327,27/06/2021,Entre 62 a 70 anos,Manoel Vitorino,Bahia
111424,04/03/2019,Entre 28 a 36 anos,Votuporanga,São Paulo
112333,04/12/2019,Entre 28 a 36 anos,Novo Oriente do Piauí,Piauí
112339,26/01/2020,Entre 10 a 15 anos,Vermelho Novo,Minas Gerais
112650,24/07/2021,Entre 37 a 49 anos,São João do Soter,Maranhão
113360,17/12/2020,Entre 10 a 15 anos,Vargem Grande do Sul,São Paulo
114007,03/05/2020,Entre 62 a 70 anos,São Valentim,Rio Grande do Sul
114415,08/02/2021,Entre 62 a 70 anos,Cambuci,Rio de Janeiro
114417,22/11/2020,Entre 50 a 61 anos,Teófilo Otoni,Minas Gerais
114775,09/08/2020,Mais de 70 anos,São João do Carú,Maranhão
115032,13/10/2019,Entre 62 a 70 anos,Bom Princípio,Rio Grande do Sul
115036,26/06/2020,Entre 22 a 27 anos,Floresta,Pernambuco
115202,10/09/2020,Entre 50 a 61 anos,Água Doce,Santa Catarina
115617,09/09/2019,Entre 22 a 27 anos,Vila Lângaro,Rio Grande do Sul
115911,01/05/2021,Entre 28 a 36 anos,Encruzilhada,Bahia
116325,23/02/2020,Entre 16 a 21 anos,Itapiranga,Santa Catarina
116597,15/02/2019,Entre 62 a 70 anos,Inhambupe,Bahia
116922,03/05/2019,Entre 16 a 21 anos,Dueré,Tocantins
117070,06/10/2020,Entre 16 a 21 anos,Damolândia,Goiás
117330,17/05/2019,Entre 28 a 36 anos,Vila Flores,Rio Grande do Sul
118226,23/02/2020,Entre 37 a 49 anos,Santo Antônio do Leste,Mato Grosso
118389,26/06/2021,Entre 22 a 27 anos,Crato,Ceará
119342,10/02/2019,Entre 16 a 21 anos,Reserva,Paraná
119806,08/11/2019,Entre 50 a 61 anos,Curralinhos,Piauí
120304,31/07/2020,Entre 50 a 61 anos,São Salvador do Tocantins,Tocantins
120679,16/02/2019,Entre 50 a 61 anos,Capitólio,Minas Gerais
121381,13/07/2019,Entre 28 a 36 anos,Goiatins,Tocantins
121964,12/12/2020,Entre 28 a 36 anos,Dilermando de Aguiar,Rio Grande do Sul
122173,15/03/2019,Mais de 70 anos,Xanxerê,Santa Catarina
122830,16/11/2020,Entre 50 a 61 anos,São Miguel Arcanjo,São Paulo
123195,18/07/2019,Entre 16 a 21 anos,Aracruz,Espírito Santo
123326,10/01/2019,Mais de 70 anos,Riachão do Jacuípe,Bahia
123350,25/05/2019,Entre 28 a 36 anos,Panambi,Rio Grande do Sul
123602,05/05/2021,Mais de 70 anos,Valença,Rio de Janeiro
124194,05/12/2019,Mais de 70 anos,Candeias,Bahia
124410,04/09/2020,Entre 28 a 36 anos,Fagundes Varela,Rio Grande do Sul
125136,07/03/2019,Mais de 70 anos,Matinhos,Paraná
125831,26/03/2021,Entre 50 a 61 anos,Araguaína,Tocantins
126064,26/04/2019,Entre 10 a 15 anos,Saboeiro,Ceará
126712,23/02/2020,Mais de 70 anos,Xambrê,Paraná
128030,31/05/2020,Entre 10 a 15 anos,Gurinhém,Paraíba
128094,22/06/2021,Entre 37 a 49 anos,Cerquilho,São Paulo
129150,08/08/2020,Entre 10 a 15 anos,Indiaroba,Sergipe
129393,26/11/2019,Entre 10 a 15 anos,Santana de Pirapama,Minas Gerais
129612,09/08/2020,Entre 50 a 61 anos,Ipaussu,São Paulo
130245,03/01/2021,Entre 10 a 15 anos,Borá,São Paulo
130561,18/09/2019,Entre 16 a 21 anos,Bujaru,Pará
130752,21/08/2020,Mais de 70 anos,Catalão,Goiás
130809,28/11/2020,Entre 22 a 27 anos,Jurema,Pernambuco
130873,24/06/2020,Entre 10 a 15 anos,Triunfo,Pernambuco
131117,27/11/2020,Entre 28 a 36 anos,São Francisco de Assis do Piauí,Piauí
132311,10/03/2020,Entre 50 a 61 anos,Jaguaribara,Ceará
132745,21/05/2021,Mais de 70 anos,Santa Helena de Goiás,Goiás
133048,15/06/2020,Entre 28 a 36 anos,São João Batista,Santa Catarina
133447,16/08/2019,Entre 62 a 70 anos,Peritoró,Maranhão
134349,02/12/2019,Entre 22 a 27 anos,Pareci Novo,Rio Grande do Sul
134887,27/05/2021,Entre 16 a 21 anos,Bannach,Pará
135062,07/11/2019,Entre 62 a 70 anos,Aracitaba,Minas Gerais
135107,09/01/2020,Entre 16 a 21 anos,Aloândia,Goiás
135122,21/03/2020,Entre 37 a 49 anos,Caxambu,Minas Gerais
135148,19/04/2021,Entre 62 a 70 anos,Funilândia,Minas Gerais
136381,10/01/2019,Entre 28 a 36 anos,Guarujá do Sul,Santa Catarina
136571,07/07/2020,Entre 28 a 36 anos,São Francisco de Assis do Piauí,Piauí
136619,25/03/2019,Entre 16 a 21 anos,Capão do Cipó,Rio Grande do Sul
136648,22/09/2019,Entre 50 a 61 anos,Paranaíta,Mato Grosso
136930,29/07/2019,Entre 50 a 61 anos,Ereré,Ceará
137196,05/03/2019,Entre 22 a 27 anos,Conceição do Jacuípe,Bahia
137339,09/12/2019,Entre 62 a 70 anos,Turiúba,São Paulo
137832,11/05/2020,Entre 50 a 61 anos,Canitar,São Paulo
137982,01/12/2019,Entre 22 a 27 anos,Cromínia,Goiás
139439,26/01/2020,Entre 10 a 15 anos,Lagoa de São Francisco,Piauí
139831,14/06/2021,Entre 62 a 70 anos,São Miguel das Missões,Rio Grande do Sul
140009,12/07/2020,Entre 28 a 36 anos,Guaraçaí,São Paulo
140569,25/07/2019,Entre 10 a 15 anos,Sales,São Paulo
140818,01/01/2020,Mais de 70 anos,Armação dos Búzios,Rio de Janeiro
141113,30/07/2020,Entre 50 a 61 anos,São Luiz,Roraima
141476,28/11/2019,Entre 16 a 21 anos,Manoel Viana,Rio Grande do Sul
141513,17/01/2020,Entre 28 a 36 anos,Guaribas,Piauí
141610,09/06/2019,Entre 50 a 61 anos,Portalegre,Rio Grande do Norte
141711,19/09/2019,Mais de 70 anos,Barroquinha,Ceará
141823,25/06/2020,Entre 16 a 21 anos,Juarez Távora,Paraíba
142028,06/02/2019,Entre 22 a 27 anos,Lagoa de São Francisco,Piauí
142131,15/03/2020,Mais de 70 anos,Nova Ponte,Minas Gerais
142562,31/07/2021,Entre 16 a 21 anos,Cabrália Paulista,São Paulo
142700,24/12/2020,Entre 37 a 49 anos,Firmino Alves,Bahia
142924,12/03/2019,Entre 16 a 21 anos,Elesbão Veloso,Piauí
143257,09/11/2020,Entre 16 a 21 anos,Agrolândia,Santa Catarina
143992,03/07/2019,Mais de 70 anos,Governador Archer,Maranhão
144088,08/03/2020,Entre 62 a 70 anos,Vera Cruz,Rio Grande do Norte
144165,12/03/2019,Entre 37 a 49 anos,Tutóia,Maranhão
144367,08/03/2019,Entre 37 a 49 anos,Anicuns,Goiás
144622,15/04/2021,Entre 62 a 70 anos,Senador Elói de Souza,Rio Grande do Norte
145374,11/12/2019,Entre 10 a 15 anos,São José dos Ausentes,Rio Grande do Sul
145396,26/05/2019,Entre 10 a 15 anos,Nova União,Rondônia
146141,22/09/2019,Entre 37 a 49 anos,Almirante Tamandaré,Paraná
147671,09/05/2019,Entre 10 a 15 anos,São Bernardino,Santa Catarina
148356,16/02/2021,Entre 50 a 61 anos,Maceió,Alagoas
148392,27/07/2020,Entre 28 a 36 anos,Santa Maria do Herval,Rio Grande do Sul
148713,28/07/2021,Entre 10 a 15 anos,Canitar,São Paulo
148889,15/03/2021,Entre 37 a 49 anos,Jardinópolis,São Paulo
148903,27/12/2020,Entre 16 a 21 anos,Ventania,Paraná
149257,11/05/2021,Entre 50 a 61 anos,Águas Lindas de Goiás,Goiás
149726,06/03/2020,Entre 16 a 21 anos,Cacaulândia,Rondônia
150206,24/02/2020,Entre 10 a 15 anos,Engenheiro Paulo de Frontin,Rio de Janeiro
150330,24/06/2021,Entre 37 a 49 anos,Regente Feijó,São Paulo
150666,22/01/2019,Entre 16 a 21 anos,Dom Expedito Lopes,Piauí
150835,16/10/2019,Entre 28 a 36 anos,Cordeiro,Rio de Janeiro
151330,19/04/2021,Mais de 70 anos,Santo Antônio do Jacinto,Minas Gerais
152221,07/06/2019,Entre 16 a 21 anos,Doverlândia,Goiás
152237,10/03/2019,Entre 22 a 27 anos,Faro,Pará
152327,09/01/2019,Entre 28 a 36 anos,Maranhãozinho,Maranhão
153687,01/01/2019,Mais de 70 anos,Teixeira de Freitas,Bahia
154196,16/09/2020,Entre 28 a 36 anos,Parazinho,Rio Grande do Norte
154413,20/05/2020,Entre 16 a 21 anos,Tangará,Rio Grande do Norte
154634,01/02/2021,Entre 37 a 49 anos,Prado Ferreira,Paraná
155585,23/04/2020,Entre 50 a 61 anos,Estância Velha,Rio Grande do Sul
156212,02/06/2021,Entre 22 a 27 anos,Belo Oriente,Minas Gerais
156257,19/04/2019,Entre 28 a 36 anos,São Bento,Paraíba
156415,10/02/2021,Entre 22 a 27 anos,Calmon,Santa Catarina
156940,22/03/2021,Entre 28 a 36 anos,Itapissuma,Pernambuco
157194,22/06/2021,Entre 62 a 70 anos,Uru,São Paulo
157294,17/08/2019,Entre 10 a 15 anos,Coronel João Pessoa,Rio Grande do Norte
157313,30/04/2019,Entre 62 a 70 anos,Santo Antônio do Jardim,São Paulo
157327,05/03/2021,Entre 10 a 15 anos,Bom Jardim,Maranhão
157592,19/06/2019,Entre 37 a 49 anos,Chavantes,São Paulo
157693,23/12/2019,Entre 62 a 70 anos,Boa Vista do Cadeado,Rio Grande do Sul
157937,03/04/2020,Entre 16 a 21 anos,Bertioga,São Paulo
158054,06/05/2020,Mais de 70 anos,Ibiraçu,Espírito Santo
158296,12/04/2019,Mais de 70 anos,Guaraciaba,Minas Gerais
158637,23/07/2020,Entre 22 a 27 anos,Santa Bárbara,Bahia
158786,03/04/2021,Entre 28 a 36 anos,Quijingue,Bahia
159204,03/10/2020,Entre 10 a 15 anos,Cananéia,São Paulo
159338,22/04/2020,Mais de 70 anos,Ubarana,São Paulo
159508,15/06/2019,Entre 10 a 15 anos,Ubaporanga,Minas Gerais
159879,15/05/2021,Entre 50 a 61 anos,Zé Doca,Maranhão
159961,20/08/2019,Mais de 70 anos,Guarulhos,São Paulo
160276,05/08/2019,Entre 22 a 27 anos,Lago dos Rodrigues,Maranhão
160364,10/05/2019,Entre 16 a 21 anos,Apiacá,Espírito Santo
160420,21/12/2019,Entre 22 a 27 anos,Japurá,Paraná
160427,14/05/2020,Entre 62 a 70 anos,Bragança,Pará
160794,06/07/2020,Entre 50 a 61 anos,Caroebe,Roraima
160867,14/06/2021,Entre 62 a 70 anos,Vargem Bonita,Santa Catarina
160912,17/06/2019,Entre 16 a 21 anos,Inhapim,Minas Gerais
161658,27/09/2020,Entre 10 a 15 anos,Porto Belo,Santa Catarina
162283,16/09/2019,Entre 22 a 27 anos,Darcinópolis,Tocantins
162489,10/11/2020,Entre 16 a 21 anos,Maracás,Bahia
162608,03/01/2021,Entre 16 a 21 anos,Benedito Leite,Maranhão
162727,25/02/2020,Entre 16 a 21 anos,Curral Velho,Paraíba
162809,29/10/2020,Mais de 70 anos,Bicas,Minas Gerais
162969,14/02/2021,Entre 50 a 61 anos,Miranorte,Tocantins
163087,08/08/2019,Mais de 70 anos,Conceição de Ipanema,Minas Gerais
163336,12/07/2020,Entre 10 a 15 anos,Maragogi,Alagoas
163462,03/07/2021,Entre 28 a 36 anos,Nilópolis,Rio de Janeiro
163483,25/04/2020,Entre 50 a 61 anos,Coronel João Sá,Bahia
163907,04/05/2020,Entre 16 a 21 anos,São Domingos,Goiás
164022,02/06/2019,Entre 37 a 49 anos,Nova Veneza,Goiás
164066,06/06/2020,Entre 37 a 49 anos,Urubici,Santa Catarina
164238,13/10/2020,Entre 62 a 70 anos,Martinópole,Ceará
164352,27/12/2019,Entre 28 a 36 anos,Santa Helena de Goiás,Goiás
164426,21/04/2020,Entre 50 a 61 anos,Juripiranga,Paraíba
164790,07/04/2019,Mais de 70 anos,Viradouro,São Paulo
165303,23/05/2020,Entre 50 a 61 anos,São Bento,Maranhão
165519,23/09/2019,Entre 28 a 36 anos,Maiquinique,Bahia
165546,25/10/2020,Entre 50 a 61 anos,Mendes,Rio de Janeiro
166656,10/02/2020,Entre 22 a 27 anos,Juarez Távora,Paraíba
167238,30/12/2019,Entre 22 a 27 anos,Itaguara,Minas Gerais
167254,08/07/2021,Entre 10 a 15 anos,Reriutaba,Ceará
167375,15/05/2020,Mais de 70 anos,Marajá do Sena,Maranhão
167411,15/05/2019,Entre 16 a 21 anos,Vila Nova do Piauí,Piauí
167490,09/12/2020,Entre 50 a 61 anos,Nova Mutum,Mato Grosso
168077,04/11/2020,Entre 37 a 49 anos,São José do Divino,Minas Gerais
168579,10/02/2021,Entre 37 a 49 anos,Pastos Bons,Maranhão
169503,18/12/2020,Entre 50 a 61 anos,Palma Sola,Santa Catarina
169678,28/02/2019,Entre 22 a 27 anos,Aparecida,Paraíba
169760,09/05/2021,Mais de 70 anos,Vitorino,Paraná
170084,15/03/2019,Entre 28 a 36 anos,São José do Rio Claro,Mato Grosso
170581,13/01/2021,Entre 22 a 27 anos,Porto Alegre do Piauí,Piauí
170953,16/07/2019,Entre 28 a 36 anos,Romelândia,Santa Catarina
171315,06/05/2019,Mais de 70 anos,Ferreira Gomes,Amapá
171437,28/01/2021,Entre 37 a 49 anos,Areial,Paraíba
171607,19/10/2020,Entre 50 a 61 anos,Divinésia,Minas Gerais
171774,10/05/2019,Mais de 70 anos,Floresta do Piauí,Piauí
171784,19/03/2021,Entre 28 a 36 anos,Teolândia,Bahia
171927,25/02/2021,Entre 50 a 61 anos,Manaus,Amazonas
172097,19/02/2020,Entre 10 a 15 anos,Mozarlândia,Goiás
172204,10/03/2021,Mais de 70 anos,Itambacuri,Minas Gerais
172294,29/11/2019,Entre 37 a 49 anos,Santa Fé,Paraná
173347,09/11/2020,Mais de 70 anos,São Miguel do Anta,Minas Gerais
173628,08/05/2020,Mais de 70 anos,Trairi,Ceará
173917,25/01/2020,Entre 22 a 27 anos,Hulha Negra,Rio Grande do Sul
174499,25/07/2019,Entre 62 a 70 anos,Viana,Espírito Santo
174689,02/01/2021,Entre 37 a 49 anos,Barra Velha,Santa Catarina
174866,26/03/2020,Entre 22 a 27 anos,Marapoama,São Paulo
174956,17/07/2019,Entre 37 a 49 anos,Carandaí,Minas Gerais
174983,26/02/2021,Entre 50 a 61 anos,Fênix,Paraná
176156,23/10/2020,Entre 16 a 21 anos,São Sebastião do Uatumã,Amazonas
176201,21/08/2020,Mais de 70 anos,Vale Verde,Rio Grande do Sul
176284,25/01/2021,Entre 62 a 70 anos,Guajará,Amazonas
176363,11/11/2019,Entre 16 a 21 anos,Parambu,Ceará
176731,15/11/2019,Entre 62 a 70 anos,Sarandi,Paraná
176872,02/06/2021,Entre 16 a 21 anos,Ascurra,Santa Catarina
177143,06/04/2021,Entre 62 a 70 anos,Santa Terezinha,Bahia
177791,14/04/2021,Entre 50 a 61 anos,Santana do Ipanema,Alagoas
177966,26/11/2019,Entre 22 a 27 anos,Brasilândia do Sul,Paraná
177986,25/07/2020,Mais de 70 anos,Bom Lugar,Maranhão
178149,29/01/2021,Entre 37 a 49 anos,São Sebastião do Rio Verde,Minas Gerais
178258,03/08/2019,Entre 28 a 36 anos,Urubici,Santa Catarina
179099,16/06/2019,Entre 37 a 49 anos,Nova Bréscia,Rio Grande do Sul
179370,04/01/2020,Entre 28 a 36 anos,Gouveia,Minas Gerais
179522,12/02/2019,Mais de 70 anos,Algodão de Jandaíra,Paraíba
179918,26/05/2019,Entre 22 a 27 anos,Jucurutu,Rio Grande do Norte
180007,11/07/2020,Entre 37 a 49 anos,Pacatuba,Sergipe
180384,24/03/2021,Entre 62 a 70 anos,Santo Antônio da Barra,Goiás
180620,12/06/2019,Entre 10 a 15 anos,Boa Vista do Sul,Rio Grande do Sul
180787,22/02/2020,Mais de 70 anos,Itajá,Goiás
181376,11/07/2021,Entre 28 a 36 anos,Ipanguaçu,Rio Grande do Norte
181411,30/04/2020,Entre 28 a 36 anos,Novo Cabrais,Rio Grande do Sul
181471,17/09/2020,Mais de 70 anos,Santana da Vargem,Minas Gerais
181687,01/01/2020,Entre 37 a 49 anos,Quilombo,Santa Catarina
182272,05/04/2021,Entre 16 a 21 anos,Major Vieira,Santa Catarina
182306,24/03/2019,Entre 37 a 49 anos,Bom Jardim da Serra,Santa Catarina
182470,29/09/2019,Entre 16 a 21 anos,Chiador,Minas Gerais
182492,12/10/2020,Entre 37 a 49 anos,Paranatama,Pernambuco
182534,23/10/2019,Entre 22 a 27 anos,Fronteira,Minas Gerais
182816,13/02/2021,Entre 16 a 21 anos,Redenção da Serra,São Paulo
182827,02/06/2021,Mais de 70 anos,Itaeté,Bahia
183358,18/01/2020,Entre 16 a 21 anos,Nossa Senhora das Dores,Sergipe
183360,16/07/2019,Entre 22 a 27 anos,Barra do Chapéu,São Paulo
183461,05/05/2019,Entre 22 a 27 anos,Itaporã,Mato Grosso do Sul
184814,25/01/2019,Entre 10 a 15 anos,Aporé,Goiás
184957,02/07/2020,Mais de 70 anos,Barão de Cotegipe,Rio Grande do Sul
185460,23/12/2019,Entre 22 a 27 anos,Salvador,Bahia
185579,23/08/2020,Entre 50 a 61 anos,Tarumirim,Minas Gerais
186149,14/05/2021,Entre 10 a 15 anos,Seabra,Bahia
186767,12/10/2020,Entre 10 a 15 anos,Alcobaça,Bahia
186771,06/01/2020,Entre 37 a 49 anos,Águas de Lindóia,São Paulo
186833,21/01/2020,Entre 22 a 27 anos,Acrelândia,Acre
186907,13/03/2019,Entre 16 a 21 anos,Novo Hamburgo,Rio Grande do Sul
187117,14/04/2020,Mais de 70 anos,Juquitiba,São Paulo
187419,22/02/2020,Entre 22 a 27 anos,Dourados,Mato Grosso do Sul
187771,28/05/2020,Entre 16 a 21 anos,Alvorada de Minas,Minas Gerais
187810,07/10/2020,Entre 16 a 21 anos,Tupiratins,Tocantins
188295,23/05/2019,Entre 16 a 21 anos,Itati,Rio Grande do Sul
188475,24/04/2019,Entre 22 a 27 anos,Presidente Bernardes,Minas Gerais
188877,28/03/2019,Entre 62 a 70 anos,Pirajuba,Minas Gerais
189097,12/05/2020,Entre 37 a 49 anos,Registro,São Paulo
189122,17/06/2019,Entre 62 a 70 anos,Santa Luz,Piauí
189652,06/09/2019,Entre 50 a 61 anos,Vale do Paraíso,Rondônia
189849,29/08/2020,Entre 37 a 49 anos,Fátima,Bahia
189950,12/06/2021,Entre 22 a 27 anos,Riachão,Paraíba
190205,23/10/2019,Entre 62 a 70 anos,São Bento Abade,Minas Gerais
190719,13/09/2019,Entre 37 a 49 anos,Petrópolis,Rio de Janeiro
191137,13/04/2020,Entre 50 a 61 anos,Teixeirópolis,Rondônia
191174,06/07/2020,Entre 50 a 61 anos,Mairi,Bahia
191461,17/09/2020,Mais de 70 anos,Ilha Comprida,São Paulo
191511,06/01/2019,Entre 22 a 27 anos,Jaguaribara,Ceará
191768,11/04/2021,Entre 10 a 15 anos,Antônio Prado,Rio Grande do Sul
191908,04/03/2021,Entre 28 a 36 anos,Biritinga,Bahia
191975,23/07/2019,Entre 28 a 36 anos,Urbano Santos,Maranhão
192172,05/01/2021,Entre 22 a 27 anos,Colorado do Oeste,Rondônia
192181,23/05/2021,Entre 16 a 21 anos,Esteio,Rio Grande do Sul
192219,28/06/2021,Entre 37 a 49 anos,Mimoso do Sul,Espírito Santo
192382,28/10/2020,Mais de 70 anos,Paim Filho,Rio Grande do Sul
192583,25/06/2020,Entre 37 a 49 anos,Parapuã,São Paulo
192791,22/01/2019,Mais de 70 anos,Morrinhos,Goiás
